Prod,Temp,RH
0.6375,27,64
0.6,26,64
0.6,27,64
0.5,28,59
0.475,29,51
0.4125,31,45
0.525,31,44
0.4,32,40
0.4375,33,35
0.4125,33,38
0.4875,33,42
0.5,32,40
0.45,32,39
0.4,31,44
0.4375,31,47
0.5875,30,49
0.675,30,50
0.7,29,49
0.5375,28,52
0.475,28,55
0.45,27,60
0.475,27,60
0.5375,26,62
0.5125,26,60
0.475,25,60
0.4875,25,61
0.4875,26,59
0.475,27,54
0.4375,29,49
0.3625,30,44
0.3875,31,39
0.3375,32,38
0.4125,33,35
0.4125,33,35
0.4375,33,36
0.4375,33,33
0.4125,32,35
0.3125,31,36
0.3875,31,42
0.35,30,46
0.3875,30,47
0.4875,30,48
0.4875,30,50
0.475,29,55
0.5375,28,61
0.575,27,66
0.6,27,60
0.5125,26,59
0.4,26,61
0.4875,26,61
0.4375,26,60
0.6,26,57
0.5875,27,53
0.45,29,49
0.375,31,46
0.3,32,44
0.325,32,42
0.3,33,40
0.275,33,40
0.2375,34,39
0.2,33,42
0.2125,32,49
0.3375,31,53
0.4,30,55
0.4,30,56
0.4,30,58
0.4125,29,57
0.425,29,56
0.4375,28,59
0.45,28,62
0.45,28,62
0.475,27,64
0.4125,27,64
0.4125,27,64
0.4125,27,63
0.4625,27,62
0.4875,27,61
0.5125,28,58
0.5,28,55
0.5375,29,54
0.425,31,50
0.3875,32,47
0.3875,33,46
0.3625,33,44
0.3625,33,44
0.3125,34,44
0.2625,34,44
0.2375,33,44
0.225,33,45
0.225,32,50
0.35,32,55
0.5,31,56
0.575,31,57
0.5875,30,60
0.55,29,62
0.45,29,63
0.4625,28,64
0.425,28,65
0.425,28,67
0.425,27,68
0.4875,27,67
0.4875,27,67
0.5,28,65
0.4875,28,62
0.4875,29,57
0.3625,31,54
0.3625,32,51
0.2875,33,48
0.2,34,45
0.2625,34,46
0.325,34,48
0.3375,34,49
0.375,33,51
0.35,32,53
0.4,32,55
0.3625,31,55
0.4,31,56
0.4375,31,59
0.4125,30,62
0.4125,30,62
0.4875,30,61
0.4625,30,62
0.4125,29,63
0.3875,29,64
0.4125,29,63
0.35,28,64
0.325,28,66
0.3375,28,67
0.3125,28,67
0.3875,29,63
0.3625,31,57
0.3125,32,52
0.2375,33,47
0.275,33,43
0.225,33,38
0.225,33,38
0.175,33,42
0.175,33,49
0.35,32,53
0.3,31,55
0.3375,30,61
0.3375,27,80
0.2375,28,79
0.3875,26,81
0.2625,25,87
0.175,26,85
0.1625,26,84
0.1375,26,82
0.1375,26,82
0.1625,26,83
0.15,26,83
0.2375,26,83
0.25,27,80
0.3125,28,75
0.25,29,72
0.1875,29,69
0.1875,30,65
0.1875,32,60
0.1625,32,60
0.225,32,60
0.2375,32,60
0.1875,31,62
0.175,28,77
0.2625,26,87
0.275,26,88
0.2125,26,87
0.225,26,88
0.2,26,88
0.1875,25,88
0.15,25,87
0.1375,25,88
0.2125,25,90
0.2375,26,89
0.2625,26,89
0.25,26,88
0.325,26,87
0.35,27,83
0.3125,27,80
0.225,28,74
0.25,30,64
0.125,31,61
0.1625,32,59
0.2125,32,58
0.1875,33,53
0.1625,33,52
0.2,32,54
0.225,32,56
0.2,31,60
0.2625,30,68
0.3375,28,78
0.325,26,81
0.2375,26,80
0.2625,26,79
0.2375,27,78
0.25,26,78
0.15,27,76
0.15,27,76
0.1875,26,77
0.2125,26,80
0.2125,26,79
0.2625,26,77
0.3375,27,75
0.4375,29,72
0.475,30,69
0.375,31,64
0.35,32,60
0.2625,33,53
0.2125,33,52
0.225,32,57
0.1875,28,73
0.2375,28,73
0.2625,27,77
0.3375,27,79
0.4125,27,77
0.375,27,77
0.325,27,76
0.3625,27,76
0.3375,27,77
0.325,27,77
0.3375,27,78
0.3125,27,79
0.4125,26,80
0.45,26,80
0.4875,26,80
0.5125,26,81
0.525,27,78
0.5,29,71
0.3875,30,63
0.275,32,58
0.2625,33,55
0.2125,34,48
0.2125,34,47
0.1875,34,46
0.225,31,59
0.4125,25,83
0.25,26,77
0.1875,27,80
0.3125,27,83
0.3375,27,83
0.2625,28,80
0.2125,28,80
0.175,27,81
0.175,27,81
0.1375,27,83
0.125,27,84
0.1375,27,84
0.2625,26,87
0.2625,26,88
0.2375,26,88
0.3125,27,86
0.3125,28,81
0.35,30,73
0.3375,30,69
0.325,31,62
0.2625,30,65
0.25,31,62
0.3375,31,67
0.275,31,62
0.3,29,67
0.2375,27,77
0.2,26,85
0.2375,26,86
0.2875,27,85
0.3625,27,83
0.3375,27,82
0.375,27,84
0.4,27,84
0.3875,27,84
0.275,26,85
0.2625,26,85
0.35,26,85
0.425,26,84
0.5,27,84
0.55,27,85
0.5375,28,82
0.4125,29,79
0.325,30,71
0.325,32,65
0.2875,32,62
0.275,32,61
0.3,33,59
0.2875,33,59
0.3375,30,73
0.3375,30,73
0.35,29,66
0.2,29,66
0.2375,30,63
0.2625,29,64
0.35,29,66
0.3125,28,66
0.3875,28,66
0.325,28,65
0.3,28,66
0.25,27,72
0.2875,27,78
0.325,27,80
0.3625,27,79
0.3875,27,74
0.375,28,68
0.2875,29,65
0.2625,30,60
0.175,30,58
0.175,30,57
0.225,31,55
0.2375,31,54
0.25,31,55
0.2625,31,58
0.3,31,59
0.25,30,61
0.175,29,66
0.175,28,67
0.1875,28,66
0.15,28,66
0.1125,28,67
0.1125,27,69
0.1375,27,69
0.1625,28,68
0.1625,27,70
0.2,27,70
0.2375,28,71
0.3625,28,69
0.3625,28,68
0.325,29,67
0.325,30,65
0.325,31,57
0.175,31,55
0.1625,32,52
0.175,32,49
0.15,33,48
0.1625,32,50
0.2,32,51
0.1875,31,53
0.25,31,55
0.2625,31,59
0.4375,30,61
0.5125,30,63
0.4875,30,65
0.4625,29,66
0.475,29,67
0.425,29,69
0.4375,29,70
0.4375,28,72
0.475,28,76
0.5,28,76
0.6,28,76
0.6,28,76
0.6,29,69
0.5,31,58
0.3875,32,52
0.4,33,47
0.225,34,45
0.275,34,44
0.25,34,45
0.325,34,47
0.3375,33,50
0.4,33,52
0.4125,32,54
0.4125,32,55
0.4,32,55
0.45,31,58
0.4,31,60
0.4375,31,62
0.45,30,67
0.55,30,70
0.4875,30,68
0.4375,29,68
0.4125,29,68
0.35,29,67
0.3875,29,67
0.375,29,65
0.35,30,62
0.275,31,57
0.25,32,55
0.325,32,53
0.35,32,54
0.3125,31,59
0.2375,32,57
0.3375,32,56
0.4,30,65
0.3875,28,80
0.4125,29,76
0.5125,28,79
0.55,25,91
0.225,25,92
0.225,25,91
0.1875,26,90
0.275,26,89
0.2875,26,90
0.3125,26,91
0.275,26,91
0.3375,26,91
0.325,26,90
0.5125,26,89
0.55,27,87
0.425,27,86
0.375,26,88
0.275,27,86
0.225,28,80
0.1875,28,77
0.1625,29,74
0.1875,30,71
0.175,30,70
0.175,27,86
0.2,27,88
0.3,26,89
0.2875,25,93
0.225,25,94
0.225,26,94
0.2125,26,93
0.1875,26,92
0.2125,26,92
0.2,26,93
0.175,25,93
0.2125,25,92
0.175,25,92
0.1625,25,92
0.1375,26,91
0.1625,26,90
0.1625,26,87
0.2,27,84
0.1875,29,75
0.175,30,69
0.1875,31,65
0.15,32,61
0.125,31,64
0.15,30,66
0.2,30,70
0.325,30,70
0.3625,30,71
0.35,28,76
0.2125,24,88
0.175,25,91
0.175,25,91
0.225,26,91
0.225,25,92
0.175,25,93
0.15,25,94
0.1375,25,93
0.15,25,93
0.175,25,93
0.2125,25,93
0.25,25,92
0.2375,26,89
0.2875,27,85
0.5375,28,80
0.4125,30,73
0.6375,27,85
0.2875,29,76
0.2625,29,75
0.1375,29,73
0.1125,29,73
0.125,28,75
0.1625,27,77
0.1625,27,79
0.1375,27,80
0.15,27,81
0.175,26,82
0.175,26,83
0.175,26,83
0.15,26,84
0.1625,26,85
0.175,25,87
0.1875,25,88
0.25,26,89
0.3625,26,90
0.3,26,88
0.3375,27,86
0.3625,28,81
0.2875,30,72
0.275,30,68
0.3375,30,66
0.3,31,66
0.425,30,71
0.4875,31,62
0.1625,31,62
0.1875,29,67
0.225,29,70
0.2125,28,74
0.3125,28,76
0.2625,28,77
0.25,28,79
0.275,27,81
0.2625,27,82
0.2375,27,82
0.1875,27,80
0.125,27,81
0.1125,27,81
0.125,27,81
0.2125,27,83
0.2625,27,83
0.25,29,77
0.3375,30,73
0.4875,30,70
0.6625,31,65
0.575,30,68
0.275,30,71
0.325,32,65
0.3375,32,61
0.35,31,64
0.2625,30,64
0.1625,29,70
0.175,29,74
0.175,28,77
0.175,28,78
0.175,28,78
0.175,28,79
0.2,28,81
0.2,28,82
0.2125,28,82
0.2,27,85
0.25,27,86
0.3,27,88
0.3375,27,89
0.375,27,87
0.4125,29,81
0.3875,30,73
0.375,31,66
0.3625,32,63
0.375,32,58
0.325,33,57
0.375,31,67
0.4125,30,70
0.475,31,67
0.5375,31,68
0.5875,30,69
0.5875,30,71
0.5625,27,86
0.4125,26,89
0.4125,27,88
0.6,27,88
0.6,27,89
0.525,27,88
0.4625,27,89
0.4,27,89
0.4625,27,90
0.4625,27,90
0.5375,27,91
0.5875,27,89
0.6,28,85
0.6125,30,77
0.4875,31,69
0.4125,32,64
0.425,33,63
0.5625,33,60
0.4875,33,57
0.375,32,66
0.5625,31,63
0.4625,29,66
0.2875,29,64
0.3625,29,66
0.375,28,69
0.3125,28,73
0.3625,28,75
0.3375,28,73
0.325,28,75
0.3625,27,77
0.3,27,80
0.3125,26,81
0.3375,26,81
0.3,26,81
0.3375,26,83
0.325,26,83
0.3,27,81
0.325,28,76
0.325,29,69
0.25,31,63
0.2125,32,59
0.2375,32,56
0.275,33,52
0.2375,32,55
0.225,32,55
0.175,31,57
0.1875,31,60
0.2375,31,61
0.2875,30,65
0.4125,30,69
0.45,30,70
0.3875,29,71
0.375,29,74
0.3625,27,82
0.275,25,90
0.1625,26,88
0.2,26,88
0.275,26,88
0.4125,27,86
0.5,27,83
0.5375,29,77
0.4375,30,70
0.325,31,63
0.25,32,58
0.2875,32,57
0.3375,33,54
0.3125,32,55
0.2375,32,55
0.225,32,57
0.2,31,59
0.225,30,61
0.275,30,64
0.3125,29,65
0.3875,29,65
0.3,29,63
0.25,28,66
0.275,28,67
0.25,27,69
0.225,26,72
0.2625,26,74
0.2,26,74
0.2625,26,73
0.2375,26,73
0.2875,26,73
0.2625,27,67
0.2,28,62
0.2,29,59
0.1625,30,55
0.225,31,55
0.3,31,54
0.325,31,54
0.2875,31,54
0.25,31,55
0.2375,30,57
0.2625,30,59
0.2875,29,60
0.3125,29,62
0.3125,29,63
0.3625,29,64
0.35,28,64
0.275,28,65
0.275,27,67
0.2625,27,68
0.25,27,69
0.2875,27,70
0.2875,27,69
0.275,26,71
0.25,26,72
0.2625,27,68
0.225,28,65
0.175,29,63
0.1875,30,57
0.175,31,54
0.15,32,54
0.15,32,55
0.225,32,53
0.2,32,53
0.15,31,56
0.1625,30,61
0.2375,29,64
0.25,29,65
0.3125,29,67
0.275,29,68
0.25,29,68
0.3,29,69
0.35,28,71
0.275,28,71
0.2875,28,73
0.2625,27,73
0.2,27,73
0.225,27,74
0.25,27,74
0.2,28,71
0.2125,29,65
0.2,30,60
0.15,31,56
0.1625,32,56
0.1625,31,57
0.175,32,56
0.1625,32,55
0.175,31,57
0.1625,30,60
0.175,30,61
0.1875,30,62
0.2375,29,65
0.3125,29,66
0.2375,28,66
0.225,28,66
0.225,28,67
0.1625,28,67
0.1625,27,66
0.125,27,66
0.1,26,74
0.15,24,80
0.1625,24,81
0.1375,25,76
0.15,26,70
0.15,28,63
0.1875,29,57
0.15,30,55
0.15,31,54
0.1375,32,53
0.1375,32,53
0.1375,32,54
0.1625,31,55
0.1875,30,57
0.2,30,60
0.2,29,62
0.2625,29,61
0.2125,29,61
0.175,29,60
0.15,28,61
0.1625,28,62
0.2125,27,64
0.1625,27,67
0.125,26,68
0.15,27,65
0.225,27,63
0.225,26,71
0.3,27,68
0.2875,27,66
0.2875,28,60
0.2875,29,57
0.2875,31,54
0.325,31,51
